release	have	want
23846633	0	0
9537284	7	33
19823248	3	0
6722484	18	18
14111365	0	0
28284535	1	0
8900141	4	5
11343071	0	0
12116298	9	12
32174391	2	0
8045797	10	386
25929400	2	0
16044723	1	1
13041755	0	0
28003257	2	4
27395955	1	3
9626224	14	41
28977151	0	0
29978206	15	9
6384685	90	225
16784604	1	0
9017233	4	1
6530005	12	12
23842802	32	25
14685921	1	1
33583767	1	1
31471463	1	0
18721591	2	2
19434901	5	49
29644993	203	9
31706558	12	12
15145893	24	3
12418136	3	0
10839352	81	37
8713453	10	6
33039462	30	17
22956986	2	0
19285495	37	26
5004670	31	25
27909654	1	1
34500457	0	0
20800213	2	3
25148683	2	0
14438840	2	2
7967632	8	4
30868506	29	7
17748784	7	2
6520150	42	31
7664246	2	0
4686767	31	8
33202071	2	0
13913908	21	54
6101535	9	3
14420327	26	22
31049348	1	0
21036499	3	1
32674743	79	70
32819811	0	0
13613589	311	270
8648246	2	2
27509187	0	1
10256270	15	6
9660047	8	21
34130971	1	0
12904169	6	5
20405458	5	20
10833108	3	1
10868795	13	0
14238293	20	3
27588102	1	1
32235288	0	1
6446916	84	122
29120731	0	0
22084627	0	0
14019977	27	7
14343355	11	0
21916003	2	4
15956339	12	1
25945747	2	0
6313160	1	1
7320643	5	2
23152781	7	0
14333044	28	0
20462107	3	9
11269780	47	9
5972791	9	1
8670503	7	17
27446334	1	1
30978082	1	2
29378665	3	1
14476483	16	2
9956346	14	81
22491341	1	3
8710199	0	1
9357804	6	1
29547238	1	0
9030816	10	9
7956422	17	17
11523160	34	83
25383454	34	4
15414298	4	0
13584293	11	4
31569052	1	1
17496997	1	0
13826462	9	35
27146094	0	1
12626262	13	4
7535212	49	3
7790025	5	7
5760071	15	2
12948035	2	1
26462504	73	26
13745533	0	0
28906873	1	1
8066624	11	6
34449121	1	1
11405087	2	0
7421424	28	6
12439077	2	4
15202071	10	7
19628035	6	19
16512720	5	58
23298647	0	0
8650420	55	5
14378552	3	6
12778945	2	5
7286412	7	3
33683130	3	1
6497067	34	4
5758923	17	12
13731316	1	4
9478135	12	12
14395198	4	1
9294585	13	11
5460377	10	25
5944208	13	4
7432795	7	2
26407217	1	1
15116964	2	0
11171658	4	3
17716918	0	0
12120955	15	3
13226928	3	12
15895153	3	2
14000353	7	3
7276478	27	5
15738761	14	4
33418112	2	2
28261687	1	0
14275090	5	6
30359801	1	3
13059264	1	1
30576286	0	0
13005786	6	6
19744033	12	11
20965873	3	23
10494101	19	45
23058581	0	0
6152892	30	6
11732841	0	0
10774633	1	1
15382975	11	21
31273547	2	0
8360082	5	14
28369972	0	0
11626069	0	7
23682971	0	0
28431763	1	0
6770843	5	1
9345873	29	15
33318444	3	0
12963570	2	3
14775622	13	3
30474752	1	0
10449693	12	2
5385509	147	175
11259031	2	0
31167221	0	0
13286713	3	98
5802706	9	3
6748668	23	81
7528680	112	19
22756259	16	2
5592994	11	5
13990969	10	1
10576984	1	1
7747105	5	0
5484481	65	13
11992978	11	1
8291162	12	11
8483176	34	45
35007482	0	0
5185438	62	140
12917846	3	0
8077861	0	0
10853907	227	91
10652990	12	11
11493903	3	6
9316550	0	1
13366705	1	0
9162978	3	0
9683649	5	1
15341204	9	0
4735429	31	26
6296732	4	12
5900034	8	3
12825045	0	0
7142779	5	153
5187233	23	6
12866478	4	6
34700805	18	5
25651852	0	0
13877672	1	1
15525684	11	11
8663935	92	59
14066110	1	0
7669791	12	0
7215322	7	11
16333545	0	4
18638551	5	1
20895952	5	10
5091485	48	31
27500310	1	1
33570495	1	1
13361372	14	29
19492264	94	81
19870252	4	0
5208531	61	24
13126159	2	8
15561564	9	31
20434117	229	59
32033312	0	0
27911433	1	0
13673453	109	6
6078938	6	6
23697527	2	3
14629586	2	2
23783030	0	0
25448866	4	8
14834372	4	1
18401509	50	50
6038059	4	3
13010140	3	6
10954634	71	47
12997193	7	25
9402215	0	1
9435520	0	1
12190445	52	9
35129609	0	1
18989557	7	1
14792820	0	0
17345068	1	1
9415486	1	1
13897481	8	1
31663265	0	0
7517344	62	62
25457008	8	1
6985791	1	1
12906476	77	13
16141543	1	0
31136351	1	0
6311267	3	1
9003001	1	4
17584702	0	0
11146882	9	15
12752601	5	2
14492211	2	0
8124377	21	0
4971160	20	7
35073632	0	1
15703874	192	51
8635052	1	0
15266320	5	6
16205128	4	0
33288618	0	2
7362100	28	1
15464126	1	0
4690371	136	5
8028080	15	10
14867058	47	1
33799209	0	0
10011097	10	3
29234242	7	10
11876016	6	4
12273409	6	22
6551155	20	24
8631189	32	10
5878888	43	25
8777222	6	7
16204866	5	4
32064711	4	3
29384488	0	0
7387575	20	0
8272506	63	6
16239871	2	0
6494203	8	7
14840950	9	3
14551180	1	2
7774881	31	30
11272633	14	8
16018179	29	40
17265631	13	27
8570246	23	2
6808936	4	6
13471070	7	10
15881461	3	0
35465995	0	1
28559635	0	0
14886093	13	9
10224001	95	29
18624364	4	1
23719520	8	1
24516047	0	0
11350012	80	167
5200985	12	6
16143379	1	0
17330248	0	0
35479894	1	0
7187713	1	12
29042098	2	0
6873907	938	326
9950636	5	11
31995638	0	0
4841681	13	2
34031871	2	21
5646127	12	0
12867622	6	0
12159023	413	649
11392866	13	10
27004617	6	1
29716393	2	1
6767095	5	0
13250500	6	5
12123258	0	0
11520612	1	0
5300455	24	10
25477702	0	0
11515711	4	3
11294998	74	48
23393294	3	0
6622367	1	1
29540038	0	0
12741470	4	22
9221947	455	72
16640769	1	0
27265512	189	1
11972251	3	7
15351953	4	0
33822594	5	6
6821894	215	28
15284246	4	4
7404223	46	103
20411071	0	2
30042934	1	0
16029216	1	1
4900886	51	4
32948880	1	0
7855326	23	8
7504786	20	1
12286597	266	264
22483964	65	75
21367738	0	0
25780324	0	1
7116878	2	1
5399134	114	75
20658976	0	0
29834935	4	0
23618093	0	0
7136076	23	9
14140303	1	0
24429917	1	1
29122384	2	0
19329829	2	2
30309347	3	0
21638452	5	0
25724596	1	4
21890368	10	4
11887356	7	5
30453338	2	0
22116922	15	6
32887896	1	2
31889512	1	0
12528867	2	4
5607336	43	8
26099173	1	5
32961528	0	0
10158028	58	41
6621794	30	6
35378182	0	0
6714207	2	0
11586935	11	1
11924548	0	0
10586715	17	31
29595403	0	0
29767078	260	23
26447312	45	1
9840382	6	17
14695331	11	4
11036304	44	31
30347501	2	0
17665465	1	1
22939619	2	4
5274113	35	2
26565842	1	0
5348924	46	42
13025298	1	1
13256649	3	4
15587404	1	1
25673647	5	0
16191696	6	0
14241287	4	2
12240351	2	8
14966792	5	1
16734660	2	7
22134715	0	2
10080234	0	2
10343093	2	0
22468747	3	0
30153548	3	4
33080682	1	0
33340610	1	1
7844988	26	7
10015777	1	1
8564425	9	3
23666048	9	13
30412265	0	0
7503323	18	2
22668392	0	0
30634459	0	0
7488139	13	2
10809329	22	3
33564315	0	0
25742191	16	5
27441102	14	6
12873740	8	7
21108559	1	8
27346440	0	0
23168918	7	1
29294818	1	1
31857407	16	16
6842449	2	61
7018688	9	1
34967216	0	0
29020978	1	2
14399546	1	0
8208436	33	21
29016526	0	1
5650453	9	5
26384486	0	2
10676230	292	118
5945772	150	8
13996451	20	14
22803746	4	0
6987128	33	0
21676687	4	1
24359693	3	5
24775445	2	1
14285138	3	0
14930553	12	7
19045423	1	1
33111387	0	0
23198147	3	0
8807553	64	4
13557733	4	1
9102869	10	6
7394235	47	264
11999787	0	0
13654773	13	5
33680133	1	0
6852550	23	5
12395107	1	0
16446408	143	6
21824488	2	1
9096925	20	8
29846917	1	0
34704141	1	0
11021783	0	1
35490382	0	0
13520864	15	6
5522374	1	2
7754089	158	4
9691078	4	0
17137350	50	69
14971061	10	29
5079447	19	4
14258613	2	18
5889951	4	22
24978814	150	46
31819760	1	0
31277153	1	3
32733045	1	0
10620634	9	8
5581623	42	19
10784022	185	53
35421598	27	21
11624303	5	10
34443223	0	0
6327805	40	104
10205207	8	5
12786148	4	0
6436248	7	0
13975500	12	22
12300771	15	1
5209413	198	18
31024864	1	0
14596834	1	0
27217410	20	7
7535119	0	1
5802967	35	2
8660063	7	9
32879493	1	0
14392052	25	1
9779121	55	4
27966417	9	3
12228465	0	0
7598167	4	14
12723080	12	1
5350038	321	32
6534422	13	3
9463226	3	0
21875320	62	57
29965114	31	28
10099214	5	6
30069853	2	0
5947470	19	18
17816560	0	1
7953581	10	1
10657569	24	29
12719564	104	149
32556567	5	1
8547743	83	10
14475695	5	1
4988228	21	18
20381899	4	4
8154288	15	1
7711573	2	10
11317616	5	33
34193263	0	0
14625843	13	4
23749388	0	0
32113890	19	3
13087335	0	0
10600771	25	23
13265354	17	8
35022935	4	1
31580236	0	6
5372283	18	8
18240901	85	81
6385477	43	15
22879016	2	1
11833101	1	0
5380711	9	3
15779437	7	2
9588044	7	0
16676661	0	4
5715098	53	70
10269871	3	7
23197952	0	0
22111702	3	0
14773444	1	5
8122956	9	42
6631026	14	98
14221760	8	0
12167307	6	3
17608129	9	22
15916788	1	1
29699497	1	1
12962679	0	0
23310023	0	2
33256977	0	0
5319090	1	1
10864392	2	2
26846087	1	0
33542706	16	2
11102325	1	0
5381099	17	2
14837958	0	0
14837500	0	2
16662411	0	0
32383539	2	1
31248955	1	0
16109057	0	1
5673961	4	4
11350698	35	16
24775988	11	3
16060217	22	25
30749742	1	1
8634035	19	3
16022997	10	6
26358245	19	28
35187952	0	0
14419259	0	0
16118837	4	27
15227061	10	5
22057879	16	21
29209297	161	31
11658340	0	0
13702519	12	2
15081164	4	1
6255446	44	1
4892728	49	9
22322896	4	1
11722033	3	3
31758326	1	9
15540594	0	0
24615449	13	0
28966522	4	9
34693194	2	0
5689845	18	3
34452799	0	0
27076116	4	1
34189006	2	6
8402599	55	13
10309809	4	0
10600788	10	6
30922926	1	1
5902638	24	21
14519038	5	1
34346047	0	0
5164402	92	10
27003672	2	1
13267897	4	2
35501596	0	0
10050359	3	15
31065599	15	4
7996377	9	4
10747349	18	4
29758189	0	0
30939415	3	24
16545996	11	13
5851466	19	4
15909431	2	0
12543136	28	3
11185395	5	2
9134621	85	3
17537521	4	2
35354086	0	0
10274427	8	2
20187961	0	1
16111591	6	20
20085361	1	1
21006667	88	26
26949098	92	22
21553669	3	0
12741703	192	98
10781012	5	6
6181246	2	5
29624998	0	0
15579697	96	172
10116056	43	17
8288762	6	21
11634568	0	2
10436573	0	0
12657730	1	0
13039087	1	0
6168245	40	4
23052341	271	500
6865711	3	7
18886753	38	20
9885749	4	3
14249932	1	0
27728253	20	6
14949112	24	1
14202076	13	39
13540440	1	0
15965671	10	7
11135736	1	0
4753826	32	0
35475184	1	1
14444050	60	142
18654760	7	1
32242059	3	0
10145974	1	1
15825076	7	1
26497640	8	4
25649521	13	53
8834962	17	5
14007129	3	10
14033423	0	1
10372437	0	2
19761022	48	25
11800728	9	1
13995513	1	1
6177852	9	1
12204073	2	0
13402742	3	9
24992989	13	3
12967452	4	5
15836043	245	175
27110418	0	0
5079367	215	35
10198759	10	3
14671252	1	0
19837132	1	0
22645184	245	31
15244465	1	1
34093294	7	0
18067876	4	2
18558388	10	1
21623752	28	2
22444579	1	2
34628443	1	1
26335391	18	41
8651639	36	24
9124327	28	6
8055037	102	7
14154729	1	1
20975644	1	0
15069675	2	1
35453059	0	0
10061177	1	2
9228969	2	0
9287192	227	27
6700597	29	148
15937433	1	0
14619848	7	3
24538103	1	2
12893513	3	0
29944630	0	0
30388676	0	0
7677945	1	0
6518486	4	0
20141965	1	2
13304583	92	89
6466459	4	11
6166275	136	37
21432799	1	3
28750879	1	1
15084498	0	1
7068768	176	162
21980683	2	0
6375875	28	13
33433031	1	0
18972199	6	0
7417331	1	0
24312182	2	1
13990878	0	0
14564602	0	2
13392153	2	10
30206978	10	1
6175043	26	215
31141433	1	4
18861004	0	0
7246116	7	1
9117950	16	16
5830678	4	1
9721976	1	2
7337616	22	8
5609879	2	4
11732549	57	3
27304602	0	0
13231785	7	0
7718528	43	9
25180597	0	0
10884634	3	16
15199641	1	0
6892096	272	493
14069054	269	83
8286413	2	18
15058750	1	20
22614374	4	1
23686586	0	0
10939921	5	2
16151340	2	0
26909564	46	16
30310238	3	7
32790183	0	14
12677994	0	0
21557263	2	1
33209547	1	0
13979625	4	2
4684144	17	79
22132909	6	1
12872164	3	3
13389209	17	27
10642859	0	0
12627671	2	0
15180424	6	2
4694834	277	290
22626605	1	1
12510612	2	9
34714737	0	0
24920144	1	2
33289026	38	14
30041329	2	1
31138130	14	2
13405869	26	8
7896708	1	3
10134342	70	7
11097320	26	0
16656273	9	75
28582387	0	2
20242612	16	3
11883774	0	0
34195423	0	2
9579840	0	0
35193823	17	6
18543907	1	0
24989308	0	1
24077825	3	30
13545858	2	2
6307667	2	23
7103859	42	7
5906136	9	5
10344703	26	6
9166865	5	67
15190857	2	1
18925849	1	0
8549403	7	4
14017502	3	1
11762837	3	1
11016569	223	90
15134286	3	0
20735128	3	0
7450935	3	5
29811466	0	0
7910707	3	3
15112722	85	72
12101829	4	1
30782682	3	1
30039289	0	0
21795973	1	0
22204534	0	0
10500618	3	9
31226896	0	0
7211142	30	77
16184365	0	0
6854549	36	22
26056840	0	0
9965180	17	3
8178863	8	3
8574367	7	7
24500846	1	8
12769686	3	1
29647792	116	6
11252890	37	5
15108375	0	0
6407675	9	0
26789660	1	0
11912398	1	5
32790363	0	8
10498515	4	12
7377157	114	113
18405958	1	0
11668315	6	2
5024926	26	12
12475289	3	0
22238101	16	31
10743279	2	1
11770252	2	1
11520167	153	138
10593912	5	35
13400760	4	2
10037376	20	3
5052306	2	0
14991107	1	1
23710478	5	0
9504502	7	1
29210050	1	0
5782623	32	4
22096720	1	0
6161246	4	11
7138169	31	1
12936635	1	5
5882520	2	0
15931180	3	2
8810621	9	11
10466654	1	0
8006990	4	0
30140039	30	0
7906902	1	0
32986902	0	0
28688857	82	57
15096103	208	27
25334926	0	0
31406210	0	0
8899955	14	3
11322420	48	67
16665798	4	12
27487239	1	0
29998105	1	0
19917133	7	8
10893181	1	11
18780664	13	19
9016043	9	7
26512265	4	0
18081247	7	7
8271467	93	38
7895209	67	42
12972260	32	6
9922275	29	10
35020145	8	7
5583940	69	42
27949806	1	1
5879011	1	1
7781820	0	3
10418881	8	6
13299864	0	1
29235538	3	0
29648818	1	0
11558499	1	3
20974774	3	1
23976431	8	2
11893502	0	4
15609583	1	16
35145112	299	18
7653784	4	0
12374797	52	7
29531884	0	0
10720460	6	5
20172922	1	2
26224577	4	2
13134776	2	1
21821041	2	2
15447476	0	0
29000146	0	0
11464440	3	1
12226792	6	6
7434074	53	6
22558328	1	0
13774998	2	0
7464798	50	9
12546191	7	7
22917998	4	0
5555070	4	1
7612761	13	0
9221143	39	46
18008929	0	1
32243937	14	2
25631056	9	23
8404370	1500	124
7525353	36	8
12934802	10	15
14510171	3	0
12588957	3	0
10624764	7	15
13053678	1	11
5226717	19	29
34406854	4	1
10399995	12	3
10060734	5	6
15275063	10	4
26593985	0	0
25150069	3	0
13385395	10	0
28221475	88	42
20318821	7	94
9895795	1	0
33874815	0	0
25500865	10	4
27201570	18	15
31799366	1	2
12329573	0	0
13102136	7	1
6578508	58	2
5116688	82	24
21842164	0	0
30398153	1	0
15450514	5	3
15643566	1	0
12265224	1	0
8693853	1	7
9128966	2	2
5617687	2	6
11847231	0	0
13313679	0	2
10696449	7	1
23558111	0	0
6792727	4	3
10990734	10	3
14596114	2	0
19548808	25	24
10591377	3	0
4815048	81	126
30138578	2	0
14486220	19	10
15844646	10	9
28160428	3	15
23939078	0	0
6241050	13	3
15116391	4	5
5309817	1587	140
6655257	1	1
10687118	16	2
5534904	59	90
15488763	4	1
20513926	0	0
12823406	128	139
7873896	3	18
8736078	5	1
7759625	86	4
14285753	7	2
31731326	1	1
32862609	1	0
7126736	69	7
7759394	9	8
6924786	9	25
8160156	18	2
14636013	3	6
24640397	3	2
34172914	11	26
17616463	0	0
29587261	1	0
10555844	20	122
13495532	0	0
9219447	7	2
23582084	7	50
4840455	27	12
19124887	3	3
13672129	87	12
14761450	48	12
9915475	1	0
15749668	6	3
7453928	17	27
6990400	109	19
14743681	1	12
5361170	17	10
8049311	91	59
22819793	18	2
6027948	25	55
13752100	3803	475
11096103	26	20
5167881	27	14
13775720	8	5
8675060	5	0
13305804	3	0
26078218	2	0
10594203	6	1
25345069	295	191
14590355	35	3
34153570	1	0
27038220	19	76
14522384	421	525
15028249	2	0
10864290	2	0
15802970	50	3
7738836	22	3
33993756	36	3
35205097	0	1
11762658	2	2
13769081	2	0
9100980	9	3
11872164	5	2
13256569	1	0
10680264	61	14
34330753	2	3
16758810	3	0
26489624	2	1
32170011	0	2
35015468	1	1
12385395	0	0
30980374	1	0
15224939	2	0
4936868	0	0
16152359	0	0
9543095	7	131
10395589	0	1
15589575	20	1
16178104	1	0
10415707	20	25
5166472	4	2
30870003	0	0
7601152	10	20
22533980	0	0
16159261	2	0
22709084	4	5
27727470	1	3
27158949	5	10
29534242	12	16
14480754	1	8
26742155	6	2
29752936	5	0
32080458	2	5
30984865	1	0
16149298	1	17
5526585	9	6
15304039	3	1
6401700	364	241
5008157	5	10
7320442	1	9
10061741	4	6
11691253	5	20
14315084	11	4
14909688	1	1
7142073	2	8
15143127	133	29
12221387	5	26
16117779	2	2
16180204	0	4
19882903	1	0
26203544	1	1
6482853	51	28
17827069	0	4
8620812	60	6
8934970	4	181
9117537	142	37
14052176	5	0
14099666	4	0
21602404	41	6
29721475	0	70
10592477	8	1
25695805	1	0
17830798	7	1
11768968	1	0
7451964	4	2
10424680	25	3
12719946	29	27
14056415	19	9
9831139	6	0
16033884	0	0
20882944	2	0
26997063	1	0
12253371	6	3
15588688	2	0
17297953	3	5
8865450	7	1
10632910	532	80
26641328	2	3
10744770	5	30
9149143	4	1
34802891	1	0
13657335	2	0
9326554	5	2
9294920	6	3
15236996	7	3
14992452	0	0
21621793	5	3
14417096	2	1
31850447	3	0
23524787	5	0
16111721	4	0
11235221	3	1
11904698	0	0
11524770	3	1
11747357	33	4
12872112	0	0
5589682	18	0
13675338	40	16
32157708	1	0
8404117	5	4
8580245	10	13
32779587	0	0
8636250	25	2
21692350	5	5
33064059	2	0
6304875	7	1
14550653	5	3
25375900	1	0
5822641	14	100
31841816	91	38
14717142	13	3
21435412	0	0
4754992	0	0
26127782	6	7
14743183	0	1
26804132	15	1
19470721	7	5
9317394	9	13
15698235	0	6
15618018	0	0
9021060	1	105
11686095	11	1
23970878	253	136
11565130	3	3
8711312	1	0
30379268	0	0
33353066	0	1
15223472	2	33
11610194	1	0
7155081	6	18
10661877	3	7
6438256	11	54
6365757	17	126
12302404	0	0
15895945	0	0
13894332	6	9
6981415	183	96
30866493	0	4
10936834	1	3
16769550	4	3
16215681	1	2
21591424	3	4
7780458	13	3
25083604	0	0
29104321	8	6
6002595	14	6
8339033	155	11
11328023	1	0
14679850	4	2
5108579	36	3
14326066	1	0
20529163	6	1
15455961	17	27
7963323	11	0
10723784	3	2
10765522	0	0
15402707	0	6
21547708	2	1
26831081	2	0
21148459	0	0
9923209	10	1
11147426	67	6
19057192	6	5
31457996	1	0
23547434	1	1
27382659	0	1
5724760	142	9
30210623	1	0
30222722	0	0
4865105	26	28
16288495	0	0
22219375	0	2
8219312	3	4
12129297	1	4
5572052	9	1
12537051	6	0
17079033	4	4
12773753	27	9
5527112	38	12
6709304	7	5
6908601	17	14
14741657	1	0
24693497	1	0
9553839	4	3
9888017	37	36
30354659	3	8
14579285	3	2
10346679	10	1
12363343	16	3
32466171	2	0
7668303	24	23
22122412	1	3
22687175	13	0
7540787	10	6
7551861	11	17
23024231	0	0
25688929	1	1
4846624	11	17
4756720	52	6
31245559	10	0
7786796	9	6
8770895	130	3
6259833	725	1137
15713812	5	1
33430562	1	5
8531712	2	3
9574517	27	0
8676231	2	0
5300976	59	21
22862054	23	11
4775575	15	21
10486237	3	3
32041994	0	0
13646635	2	1
16199200	19	6
26878145	7	1
6246608	1	3
9863857	2	2
4674688	90	7
16635612	12	7
11257076	45	126
17514853	1	3
31009687	17	8
6538611	5	2
7425122	5	8
8075503	12	5
14260513	1	2
15059250	12	5
30461255	3	2
13172218	14	2
6747370	6	2
8196561	49	28
5697832	16	1
25792321	0	2
12124447	0	0
7825229	33	3
20229217	114	74
24292784	0	0
22986245	3	0
11853473	13	7
15302678	5	1
7489568	0	1
24827630	3	0
10815950	0	3
5032401	83	12
11184332	3	5
9769673	2	4
28522036	83	4
14342210	8	0
35330710	1	0
31040923	0	0
9734246	136	66
13294293	2	1
10483138	315	85
24301598	0	0
26571488	2	7
5521219	27	287
6211758	6	2
5852021	385	171
19502104	7	2
29609155	0	0
31572253	1	0
4814867	2	0
23013089	2	2
22785320	3	4
17784928	3	0
13513265	9	8
11690816	4	2
25401436	2	1
25196944	1	4
31821287	0	1
8135544	8	2
25458277	2	0
13140068	10	5
26257391	1	4
13423720	5	0
20320690	5	8
5443259	17	9
14420728	6	44
13283972	0	1
12597463	107	661
12555258	0	2
23700086	0	0
10585708	5	19
6688595	524	177
32267103	0	0
15389771	21	6
14668912	2	130
14736705	2	1
35383738	1	0
14641034	23	6
14177960	5	2
25631143	1	1
28837318	1	3
13392834	43	17
5085425	14	6
33987201	1	0
17049945	3	1
34617544	0	0
31904686	2	0
24333557	2	2
5180353	57	42
19725835	10	4
13647403	7	59
34536052	0	0
15765779	5	121
6789430	4	0
7326826	1	6
19691641	1	0
25646221	2	14
7436608	1	5
7847525	91	48
8338960	21	3
20720206	1	4
13231441	1	0
15910426	4	0
9803285	10	5
19805695	4	1
24439676	52	4
13956931	9	3
23942891	1	7
35105669	0	4
23916842	2	1
6174098	19	52
15717964	3	43
18273679	1	3
13691922	1	1
30251489	1	2
12513805	1	4
17986951	1	0
22203979	1	0
25218877	1	5
11078344	6	31
33834390	0	0
12626510	1	15
7140399	5	0
13852110	2	2
5890394	57	119
13334595	69	27
15693247	1	0
21822358	3	1
22101100	1	0
9406799	1	3
22800611	116	196
6240759	52	4
8920855	13	141
31169630	0	0
26712143	4	1
7735743	77	31
34154953	22	9
8551608	7	1
27920019	1	0
14411124	0	0
16674912	1	0
22808699	3	0
8780630	23	19
9764891	14	16
11014772	30	4
15796320	46	19
12609784	15	2
13785114	9	18
14042512	12	67
14239789	2	1
19229764	1	2
12935025	7	8
11074232	16	4
21797650	7	14
7384057	31	34
9824533	365	67
16239117	2	0
21798019	0	0
10820108	11	0
7343309	7	26
9921109	12	0
6009523	51	16
24655439	0	8
13561579	1	0
28313563	0	0
4811415	5	5
30093461	0	0
27927279	0	0
32198952	1	1
33845760	1	0
11913191	45	13
8225356	0	0
35140976	0	0
31147946	15	5
14896384	2	0
15983916	2	4
14226291	0	0
23496320	20	9
6046703	171	24
14217382	13	47
14813935	0	0
31154846	1	0
8365822	14	1
8451651	11	10
12487864	2	1
23859614	1	6
7334097	76	49
16373448	6	40
4855545	1	15
12141992	0	0
10822413	0	23
6738622	240	59
11330661	11	8
12421283	666	152
11253349	40	16
13334007	132	46
6874913	3	1
16332102	1	1
22841405	5	0
24170381	3	5
32938515	4	22
28923616	3	0
17544562	7	1
17939851	0	2
16118878	3	0
33040845	49	32
22547591	0	2
13837751	0	0
6404551	1	0
14726291	11	0
22875371	1	1
10960814	2	7
7314840	18	12
24367268	10	12
12417244	15	12
26375312	1	0
8674178	1	0
10878180	24	24
34635655	1	1
14368455	10	13
20275879	2	1
11175549	3	7
28905910	8	3
5654341	11	0
11551233	11	3
9258384	34	33
19224982	3	0
19972825	1	1
33953589	1	0
30772665	0	0
5474815	40	15
11305319	13	13
13984488	4	0
25269328	12	2
13472044	5	0
6541123	36	5
14448131	2	2
7083759	5	3
24484148	0	1
7755230	10	1
9154078	6	3
32111754	10	4
5032692	6	4
5608893	9	0
7082006	34	15
9729721	40	7
13024258	3	4
30317624	3	0
9181265	99	76
24744590	6	5
29389378	37	15
8110215	4	13
24808688	3	7
10902789	15	2
33308112	0	0
22519778	1	0
19634479	9	0
14659852	0	0
11796302	1	2
7267157	49	28
5809561	33	9
6110805	35	12
28852507	1	0
33055320	2	2
34577536	1	0
7359873	5	25
29051047	2	0
31020616	0	0
16917696	1	0
12617707	2	0
12814358	0	0
23397422	5	0
34677271	11	3
11956196	2	1
8897772	0	0
5603567	150	21
19804498	5	4
12345959	21	14
6824173	1	1
6965060	3	1
23841182	65	13
8313872	37	20
5255049	8	0
9098745	1	4
13953685	11	7
13768530	0	0
10083475	0	0
30677317	0	0
5509719	29	21
12062483	19	1
23593679	4	1
5113011	48	27
12594627	20	0
8878267	1	0
9430865	93	2
13662681	5	30
6461760	0	12
8478968	2	3
4868756	40	47
11295261	115	85
13894718	1	1
13240441	3	4
13899035	2	2
32596446	0	2
34283143	0	0
6046035	0	0
13517179	1	4
16634052	2	4
25329964	2	4
26267558	2	4
31515335	1	0
11851970	20	7
21386374	4	13
7453475	2	1
12885800	39	54
14121003	0	0
15806142	2	0
30168509	0	0
5939862	12	26
9637149	15	13
29192476	0	22
15548241	8	1
25624909	2	3
28170130	70	7
13397086	2	1
25391014	139	60
5067280	30	6
9244657	38	4
11488488	5	0
19827223	1	0
30418589	0	0
8103556	100	1
27155016	1	6
10865669	12	14
12380583	2	11
11347881	469	20
6291931	1	2
24087836	0	7
33028824	1	0
17632873	1	0
12768929	1	0
13243310	3	24
6724308	4	3
27443271	5	0
8147767	7	1
21027601	98	38
21436558	0	1
15080248	6	1
11455164	21	3
29386759	7	3
4762542	8	1
29987401	55	3
32329023	39	15
9340613	16	7
6385324	9	2
21173080	0	1
5171290	58	11
19747198	15	5
6829102	28	62
22529975	1	1
